num,tier,zone,city,company,address,industry
57,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,Sarnia,Cabot Canada Ltd,"800 Tashmoo Ave, Sarnia, ON N7T 7N4, Canada",manufacturer
58,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,Sarnia,NOVA Chemicals Corporation Corunna Plant,"ON-40, St. Clair, ON N0N 1G0, Canada",plastics manufacturer
59,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,Sarnia,Nova Chemicals - Moore Site,"510 Moore Line, Mooretown, ON N0N 1M0, Canada",OEM manufacturer
60,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,Sarnia,Shell Sarnia Manufacturing Centre,"130 St Clair Pkwy, Corunna, ON N0N 1G0, Canada",manufacturer
61,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,St. Clair,Cargill Salt,"916 S Riverside Ave St, St Clair, MI 48079, USA",manufacturer
62,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,St. Clair,Dana Incorporated,"2020 Christian B Haas Dr, St Clair, MI 48079, USA",manufacturer
63,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,St. Clair,LaFontaine Ford St. Clair Parts Store,"1200 S Carney Dr, St Clair, MI 48079, USA",automotive parts manufacturer
64,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,St. Clair,Magna Electric Vehicle Structures,"1811 S Range Rd, St Clair, MI 48079, USA",manufacturer
65,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,St. Clair,Magna International,"4662 Puttygut Rd, China Township, MI 48054, USA",automotive parts manufacturer
66,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,St. Clair,Magna Structures St Clair,"1811 S Range Rd, St Clair, MI 48079, USA",manufacturer
67,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,Thedford,Crawford Packaging,"3036 Page St, London, ON N5V 4P2, Canada",packaging manufacturer
68,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,Thedford,Thedford Village Complex,"109 Pearl St, Thedford, ON N0M 2N0, Canada",manufacturer
69,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,Watford,Carquest Auto Parts - Watford Auto Parts,"7890 Industrial Dr, Watford, ON N0M 2S0, Canada",OEM manufacturer
70,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,Watford,Delta Power Equipment (Watford),"5523 Nauvoo Rd, Watford, ON N0M 2S0, Canada",manufacturer
71,Tier 1A — Multinational / Major OEM,Zone 3 — Sarnia / Lambton County,Watford,McCann Redi-Mix - Watford Plant,"5556 Nauvoo Rd, Watford, ON N0M 2S0, Canada",manufacturer
72,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,Bayham,Martinrea,"301 Tillson Ave, Tillsonburg, ON N4G 3B5, Canada",manufacturing company
73,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,Bayham,Oxford Packaging,"24 Clearview Dr, Tillsonburg, ON N4G 4G8, Canada",packaging manufacturer
74,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,Dutton,Cotrac Ford Lincoln,"204 Currie Rd, Dutton, ON N0L 1J0, Canada",manufacturer
75,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,Ingersoll,Cargill,"50 Chisholm Dr, Ingersoll, ON N5C 3B3, Canada",manufacturer
76,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,London,Arcelor Mittal,"2440 Scanlan St, London, ON N5W 6G8, Canada",automotive parts manufacturer
77,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,London,Bradford Canada,"4070 White Oak Road, London, ON N6E 0B1, Canada",packaging manufacturer
78,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,London,Crawford Metal Corporation,"3101 Gore Rd, London, ON N5V 5C8, Canada",metal fabrication
79,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,Lucan,Langford Auto Parts,"6255 William St, Lucan, ON N0M 2J0, Canada",automotive parts manufacturer
80,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,Middlesex Centre,Gentek Building Products - Window Manufacturing Plant,"6320 Colonel Talbot Rd, London, ON N6P 1J1, Canada",manufacturing company
81,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,St. Marys,Caledon Tubing a division of Martinrea Intl,"580 James St S, St. Marys, ON N4X 1A8, Canada",manufacturer
82,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,St. Thomas,Magna International Inc,"170 Edward St, St Thomas, ON N5P 4B4, Canada",manufacturer
83,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,St. Thomas,Prestran Industries A div of Magna Industrial 2,"1155 Talbot St, St Thomas, ON N5P 1G6, Canada",manufacturing company
84,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,Strathroy,Cargill Limited,"0A3,, 127 Zimmerman St S, Strathroy, ON N7G 0A3, Canada",manufacturer
85,Tier 1A — Multinational / Major OEM,Zone 4 — London / Middlesex,Thames Centre,Cargill Canada,"10 Cuddy Blvd, London, ON N5V 5E3, Canada",food manufacturer
86,Tier 1A — Multinational / Major OEM,Zone 5 — Woodstock / Oxford County,Burgessville,Oxford Concrete Forming Inc,"385522 Oxford 59, Burgessville, ON N0J 1C0, Canada",manufacturer
87,Tier 1A — Multinational / Major OEM,Zone 5 — Woodstock / Oxford County,Burgessville,Oxford Pallet & Recyclers Ltd.,"285711 Airport Rd, Norwich, ON N0J 1P0, Canada",manufacturing company
88,Tier 1A — Multinational / Major OEM,Zone 5 — Woodstock / Oxford County,East Zorra-Tavistock,Oxford Agropro Ltd,"596222 Oxford 59, Hickson, ON N0J 1L0, Canada",manufacturer
89,Tier 1A — Multinational / Major OEM,Zone 5 — Woodstock / Oxford County,Norwich,Salford Group,"20 Phebe St, Norwich, ON N0J 1P0, Canada",OEM manufacturer
90,Tier 1A — Multinational / Major OEM,Zone 5 — Woodstock / Oxford County,Otterville,Carquest Auto Parts - Partner Automotive & Industrial Supply -Waterford,"789 Old Hwy 24, Waterford, ON N0E 1Y0, Canada",automotive parts manufacturer
91,Tier 1A — Multinational / Major OEM,Zone 5 — Woodstock / Oxford County,Tavistock,Pioneer Hi-Bred Ltd,"596779 Oxford 59, Tavistock, ON N4S 7W1, Canada",manufacturer
92,Tier 1A — Multinational / Major OEM,Zone 5 — Woodstock / Oxford County,Woodstock,ArcelorMittal,"193 Givins St, Woodstock, ON N4S 0A7, Canada",manufacturer
93,Tier 1A — Multinational / Major OEM,Zone 5 — Woodstock / Oxford County,Zorra,Stratford Metal Products Ltd,"521 Erie St, Stratford, ON N5A 2N7, Canada",metal fabrication
94,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,Crawford Packaging Cambridge,"1165 Franklin Blvd Unit K, Cambridge, ON N1R 8E1, Canada",packaging manufacturer
95,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,Dana Canada Corporation,"401 Franklin Blvd, Cambridge, ON N1R 8G8, Canada",manufacturer
96,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,PepsiCo Foods Canada,"1001 Bishop St N, Cambridge, ON N3H 4V8, Canada",food manufacturer
97,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Centre Wellington,Dana Thermal Products Group,"503 Main St N, Mount Forest, ON N0G 2L2, Canada",manufacturer
98,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Elmira,Linde Canada Inc.,"25 Industrial Dr Unit 9B, Elmira, ON N3B 3K3, Canada",manufacturer
99,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,Woodbridge Foam Corporation,"68 Shirley Ave, Kitchener, ON N2B 2E1, Canada",packaging manufacturer
100,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Listowel,Listowel Ford,"1199 Wallace Ave N, Listowel, ON N4W 3J1, Canada",OEM manufacturer
101,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Palmerston,Dana's Gift Creations,"320 Daly St, Palmerston, ON N0G 2P0, Canada",food manufacturer
102,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Puslinch,Organic Meadow Limited Partnership,"362 Laird Rd, Guelph, ON N1G 4P7, Canada",food manufacturer
103,Tier 1A — Multinational / Major OEM,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Stratford,PepsiCo Foods Canada,"85 Dunlop Pl, Stratford, ON N4Z 0A6, Canada",food manufacturer
